bill_num||congress||title||date_intro||area||enacted||vetoed
hr1031||115||To eliminate the Bureau of Consumer Financial Protection by repealing title X of the Dodd-Frank Wall Street Reform and Consumer Protection Act, commonly known as the Consumer Financial Protection Act of 2010.||2017-02-14||Finance and Financial Sector||No||No
hr1032||115||Full Choice for Veterans Act||2017-02-14||Armed Forces and National Security||No||No
hr1033||115||Open Book on Equal Access to Justice Act||2017-02-14||Law||No||No
hr1034||115||Zero Waste Development and Expansion Act of 2017||2017-02-14||Environmental Protection||No||No
hr1035||115||Extending Justice for Sex Crime Victims Act of 2017||2017-02-14||Crime and Law Enforcement||No||No
hr1036||115||American Families United Act||2017-02-14||Immigration||No||No
hr1037||115||To authorize the National Emergency Medical Services Memorial Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.||2017-02-14||Public Lands and Natural Resources||Yes||No
hr1038||115||Improving Transparency and Accuracy in Medicare Part D Spending Act||2017-02-14||Health||No||No
hr1039||115||Probation Officer Protection Act of 2017||2017-02-14||Crime and Law Enforcement||No||No
hr104||115||Helping Homeless Veterans Act of 2017||2017-01-03||Armed Forces and National Security||No||No
hr1040||115||Flat Tax Act||2017-02-14||Taxation||No||No
hr1041||115||SHUT Act of 2017||2017-02-14||Taxation||No||No
hr1042||115||Responsibility in Federal Contracting Act||2017-02-14||Government Operations and Politics||No||No
hr1043||115||To amend title 18, United States Code, to limit the recovery of damages in a civil action related to the disclosure of certain personal information from State motor vehicle records, and for other purposes.||2017-02-14||Crime and Law Enforcement||No||No
hr1044||115||Same Day Registration Act of 2017||2017-02-14||Government Operations and Politics||No||No
hr1045||115||Recreational Lands Self-Defense Act of 2017||2017-02-14||Water Resources Development||No||No
hr1046||115||Concrete Masonry Products Research, Education, and Promotion Act of 2017||2017-02-14||Commerce||No||No
hr1047||115||Fairness in Firearm Testing Act||2017-02-14||Crime and Law Enforcement||No||No
hr1048||115||To direct the President to impose duties on merchandise from the People's Republic of China in an amount equivalent to the estimated annual loss of revenue to holders of United States intellectual property rights as a result of violations of such intellectual property rights in China, and for other purposes.||2017-02-14||Foreign Trade and International Finance||No||No
hr1049||115||Department of Defense Emergency Response Capabilities Database Enhancement Act of 2017||2017-02-14||Armed Forces and National Security||No||No
hr105||115||Protect Veterans from Financial Fraud Act of 2017||2017-01-03||Armed Forces and National Security||No||No
hr1050||115||Youth Access to American Jobs Act of 2017||2017-02-14||Labor and Employment||No||No
hr1051||115||Halt Tax Increases on the Middle Class and Seniors Act||2017-02-14||Taxation||No||No
hr1052||115||High-Risk Military Occupation Veteran Suicide Prevention Act||2017-02-14||Armed Forces and National Security||No||No
hr1053||115||Sunshine in Litigation Act of 2017||2017-02-14||Law||No||No
hr1054||115||Botanical Sciences and Native Plant Materials Research, Restoration, and Promotion Act||2017-02-14||Public Lands and Natural Resources||No||No
hr1055||115||"Commission to Study Family Reconstruction Proposals for African-Americans Unjustly Impacted by the ""War on Drugs"" Act of 2017"||2017-02-14||Crime and Law Enforcement||No||No
hr1056||115||Molalla River Wild and Scenic Rivers Act||2017-02-14||Public Lands and Natural Resources||No||No
hr1057||115||STOP Act of 2017||2017-02-14||Foreign Trade and International Finance||No||No
hr1058||115||VA Provider Equity Act||2017-02-14||Armed Forces and National Security||No||No
hr1059||115||Russia Sanctions Review Act of 2017||2017-02-15||International Affairs||No||No
hr106||115||Help Hire Our Heroes Act||2017-01-03||Armed Forces and National Security||No||No
hr1060||115||Young Farmer Success Act||2017-02-15||Education||No||No
hr1061||115||Cell Location Privacy Act of 2017||2017-02-15||Crime and Law Enforcement||No||No
hr1062||115||GPS Act||2017-02-15||Crime and Law Enforcement||No||No
hr1063||115||Veteran Prescription Continuity Act||2017-02-15||Armed Forces and National Security||No||No
hr1064||115||Mental Health Care Provider Retention Act of 2017||2017-02-15||Armed Forces and National Security||No||No
hr1065||115||Biennial Budgeting and Enhanced Oversight Act of 2017||2017-02-15||Economics and Public Finance||No||No
hr1066||115||VA Management Alignment Act of 2017||2017-02-15||Armed Forces and National Security||No||No
hr1067||115||Build up Illegal Line Defenses with Assets Lawfully Lifted Act of 2017||2017-02-15||Crime and Law Enforcement||No||No
hr1068||115||Safe Drinking Water Act Amendments of 2017||2017-02-15||Environmental Protection||No||No
hr1069||115||Timely Mental Health for Foster Youth Act||2017-02-15||Social Welfare||No||No
hr107||115||Homeless Veterans with Children Reintegration Act||2017-01-03||Armed Forces and National Security||No||No
hr1070||115||Employee Bonus Protection Act||2017-02-15||Labor and Employment||No||No
hr1071||115||Assistance, Quality, and Affordability Act of 2017||2017-02-15||Environmental Protection||No||No
hr1072||115||Obamacare Replacement Act||2017-02-15||Health||No||No
hr1073||115||To authorize the Secretary of the Interior to establish a structure for visitor services on the Arlington Ridge tract, in the area of the U.S. Marine Corps War Memorial, and for other purposes.||2017-02-15||Public Lands and Natural Resources||No||No
hr1074||115||"To repeal the Act entitled ""An Act to confer jurisdiction on the State of Iowa over offenses committed by or against Indians on the Sac and Fox Indian Reservation""."||2017-02-15||Native Americans||Yes||No
hr1075||115||Freedom for Refugees Escaping Enmity (FREE) Act||2017-02-15||Immigration||No||No
hr1076||115||Protect Our Sanctuary Cities Act||2017-02-15||Immigration||No||No
hr1077||115||Tax Return Preparer Accountability Act of 2017||2017-02-15||Taxation||No||No
hr1078||115||Military Hunger Prevention Act||2017-02-15||Armed Forces and National Security||No||No
hr1079||115||Campus Gun Policy Transparency Act||2017-02-15||Education||No||No
hr108||115||Student Loan Repayment Assistance Act of 2017||2017-01-03||Taxation||No||No
